tweets,Sentiment_type
"Special shout out to Omah Lay for talking about those we lost on 20-10-2020. We will never forget about the #LekkiMassacre and you can keep hiding but the truth is coming for you.
#EndSARS 
Awesome touch to bring the other 2 guys out on stage as well, your heart is great",Positive
"Omah Lay dedicated his award to the lives of those lost in the #EndSARS protest 🥺🥺

#14thHeadies Wizkid  Iyabo Ojo Bovi",Neutral
"Omah lay dedicated his award to the victims of the lekki toll gate and #EndSARS victims, a king I stan.",Neutral
#EndSARS @officialBovi  thanks bro https://t.co/qElHA5jKig,Positive
"OMAH: My fans are the best and God is the greatest.

I'm Dedicating this award to the ones we lost #EndSARS that incident remains fresh in my (our) memory! #14thHeadies

I love this baby of mine so much!!",Positive
"20-10-2020 we will never forget😭🙏🏽
#Headies2021 
#EndSARS https://t.co/o5Ion5p0em",Neutral
"Bubu, Sanwo and Lai be boiling while @Omah_Lay made the speech .
#EndSARS #14thHeadies",Neutral
"So oma lay dedicated his Next rated title to the victims of #Endsars

I STAN A KING!!!",Neutral
#EndSARS https://t.co/mPpS8SKB5Z,Neutral
We did it  Omah Lay congratulations 🎉🍾🎊 #EndSars #14thHeadies,Neutral
#14thheadiesaward  shutout to you Omah Lay for remembering the pogrom and annihilation commuted by the Nigerian government against its youth #EndSARS,Neutral
"Omah Lay the NEXT RATED.

He dedicated it to #EndSARS protesters who were massacred at Lekki Toll. 👑  #14thHeadies https://t.co/PiXY7Y7c6y",Neutral
"Thank you Omah Lay and Congratulations
#EndSARS",Neutral
"Omah lay remembers 😪
#14Headies #endsars",Neutral
He dedicated his award to #EndSARS  #Omahlay #14thHeadies,Neutral
Omah Lay dedicated the award to lives lost at the #EndSARS protest 🥺🥺 #14thHeadies,Neutral
"Omah Lay Dedicates Award to Victims of #EndSars Protest.

 #14thHeadies",Neutral
"Omalay. 

20-10-2020
#14thHeadies #EndSARS 
😭😭😭😭😭😭😭",Neutral
Omah Lay dedicated his award to the #EndSARS victims. . .God bless you,Neutral
He dedicated it to #Endsars,Neutral
☹️☹️🥺🥺🥺 #EndSARS,Neutral
Thank you @officialBovi this outfit represents our struggles we will never for 20-10-2020 #EndSARS https://t.co/J0FUsTIMdT,Neutral
#EndSARS twitter.com/nerdy_sage_/st…,Neutral
Many people never reciprocate to this at all. 🤷  #EndSARS now twitter.com/Gifted_Kabi/st…,Positive
"@officialBovi has given us anoda dimension n weapon 2 d #Endsars fight tonite
Asides wearing t-shirts wt inscriptions..I think a shirt wt jst a pic of the bloody Nigerian flag is quite an easy,word-free way of xpressn..it says a lot!
We can n we will #EndSARS 
n #EndBadGovernance https://t.co/9A60dFhQ6W",Negative
"Bovi is the best dressed for me. The protest to #EndSARS  continues! Our Youths didn't die in vain!! 
#nextrated 
#Bella https://t.co/n048pafIK3",Positive
#Headies2021 @Omah_Lay wins next rated #EndSARS #The14thHeadies,Positive
I need Oxlade to win because of #EndSARS,Positive
twitter.com/saharareporter… #EndSARS twitter.com/glitzy_cynthia…,Neutral
"So HipTv abi Headies started with being against Police Brutality, shaded fashola but still gave Lilian Afegbai the opportunity to present an award to FALZ.. I just don’t get. #EndSARS #the14thheadies #HeadiesAward",Neutral
"Every Nigerian youth should wear this cloth one day. Same day, all of us #EndSARS #EndBadGovernanceInNigeria twitter.com/Shawnifee/stat…",Neutral
"Fuck #14thHeadies for bringing her on stage as one of the award presenters.

#EndSARS twitter.com/yitsugee/statu…",Negative
"Thank you Bovi

Every soul lost at the end sars protests smiling right now

Thank you @officialBovi  we will never forget.

#14thheadiesaward 
#EndSARS 
#LekkiMassacre https://t.co/bhexI4x0Mq",Positive
"It's really a message!.....thank you @officialBovi
#14thHeadies #EndSARS https://t.co/EeJ0Mw1j1L",Positive
#EndSARS twitter.com/OmoKiikan/stat…,Neutral
#EndSars #14thHeadies #headies #HeadiesAward https://t.co/O1cXQoXa19,Neutral
@fisayosoyombo @officialBovi Nobody sees that coming. My Naija designers will begin to produce this by next week.. Trust me.. #EndSARS #14Headies,Neutral
"@Ridwanullahii Lawyer awon hoodlums..

This name deh make me laugh oh..
 #EndSARS",Positive
its weird to see lily afe presenting an award on the same stage bovi wore the bloodstained flag on. same stage #EndSARS stage play was on. talk about irony.,Negative
"Best outfit #14thHeadies
God bless @officialBovi 

#EndSARS https://t.co/XXKvr4mIJp",Positive
Hmm my Ghanian brothers how far. #EndSARS #EndBadGovernanceInNigeria,Positive
#Headies2021 @CavemanBand wins best alternate album #EndSARS #The14thHeadies,Positive
"Fireboy sending a message to the audience about the backup singers, ""dont listen them"" nkan ton so koma ni itumo #14thHeadies #14thHeadieswithFearless #EndSARS",Neutral
#EndSARS 👊☑️ twitter.com/iamvictor__/st…,Neutral
"@TooSatisfied 🔥🔥Read to the end👇👇🔥🔥
Are you looking for reliable broker. Check this out! To trade volatility indices VIX
track.deriv.com/_m4E6TCPzd3aX6…
STEPS 👇
1. Click the link, supply your email. Confirm email in your inbox. #OptionsTrading #forextrading
#mrmacaronii #trade #endsars #bitcoin",Neutral
"Bovi 📌📌📌
#EndSARS

#14thHeadies https://t.co/FHIIlv0vhN",Neutral
"@thetalkativeNG @SUPREMETWEETZ 🔥🔥Read to the end👇👇🔥🔥
Are you looking for reliable broker. Check this out! To trade volatility indices VIX
track.deriv.com/_m4E6TCPzd3aX6…
STEPS 👇
1. Click the link, supply your email. Confirm email in your inbox. #OptionsTrading #forextrading
#mrmacaronii #trade #endsars #bitcoin",Neutral
Bovi thank you #EndSARS #14thheadiesaward https://t.co/oRpbQ0I0k8,Neutral
"Best dressed🤍
#14headiesaward 
#EndSARS https://t.co/3Xs07ndudO",Positive
Bovi rocks #EndSARS themed outfit to the #14thHeadies Awards. https://t.co/DzwBz8UGfh,Neutral
"Zoooming 20/10/2020 very clear 🇳🇬💔.
Best outfit for me tonight 😍
#14thHeadies #headies2021 #EndSARS #endpolicebrutality @ Nigeria instagram.com/p/CLklUFNsKei/…",Positive
Are Our Forever Youth(70's Youth) indirectly saying the only way true change can ever happen in our country is by Matthew 11:12 ? #EndSARS #EndBadGovernanceInNigeria,Positive
"#14thHeadies

✊🏾 #EndSARS 

Thank you @officialBovi https://t.co/NuPjGoPm3o",Neutral
"Bovi with a very strong message ✊🏾
#14thHeadies #EndSARS https://t.co/yc575bdrjk",Positive
"For me this is the Best Outfit at the  #14thHeadies
God bless Bovi #EndSARS https://t.co/SLBGQc3lXO",Positive
Bovi repping the movement #Endsars #14thHeadies https://t.co/Z3UrWoQQvK,Neutral
@officialBovi  best outfit so far☹️ RIP fallen #EndSARS  #14Headies #HomeWithHeadies ❤️❤️ https://t.co/XrhmT5pc6d,Positive
"#14thHeadies the best thing I have seen today, ""some messages are not meant to be spoken"" thank you Bovi. #EndSARS #14thHeadies https://t.co/p9iKY5iH38",Positive
"A picture that worth millions of words.
One outfit many messages 🥺

 #EndSARS
#headies #HeadiesAward Wizkid #14thHeadies #bellashmurda 
Wizkid|#14thHeadies|Bella|Iyabo Ojo|Desmond Elliot|Joeboy|LASU|Brymo https://t.co/u2aFXNcwDI",Positive
"One outfit, Many messages!

Seeing this gave me goose bumps. It reminded me of October 20, 2020. 

At about 6:50 p.m that day, members of the Nigerian Army opened fire on peaceful #EndSARS protesters at the Lekki toll gate in Lagos State. twitter.com/BlessingEsitik…",Positive
"Bovi dey represent wella....

#20102020

#EndSARS",Neutral
"#EndSARS 📌

@officialBovi thank you✊🏿💯

#Headies2021 twitter.com/MaziIbe_/statu…",Neutral
"Comedian Bovi using the platform given to him, to pass a very important &amp; vital message.

20-10-20. #EndSARS ￼ ✊🏾 https://t.co/nVylT2uA8s",Positive
Bovi for president #EndSARS  #14thHeadies #Wizkid #bella https://t.co/MuxJPGw5iW,Neutral
"Best #14thHeadies outfit was worn by Bovi repping the #EndSARS struggle. 
How many 💔💚??? https://t.co/pfLyMWPFCA",Positive
"@YeleSowore @mobelieve_ @MBuhari @jidesanwoolu @PoliceNG @NigeriaGov Soro Soke🗣✊🏾 #EndSARS  #LekkiMassacre #OccupyLekkiTollGate
#EndPoliceBrutalityinNigeraNOW 
#EndBadGovernanceinNIGERIA",Neutral
"@DailyPostNGR We no slam dem joor... They started late, yes.
But we really don't drag our own except for those responsible for #EndSARS",Positive
@YemieFASH @officialBovi His facial expression goes well with what he's wearing... #EndSARS,Neutral
"20.10.2020. Yes, it happened,  we will not forget. Thanks @officialBovi . #EndSARS https://t.co/bmsWzmxzYe",Positive
"@TooSatisfied @HumansNoContext 🔥🔥Read to the end👇👇🔥🔥
Are you looking for reliable broker. Check this out! To trade volatility indices VIX
track.deriv.com/_m4E6TCPzd3aX6…
STEPS 👇
1. Click the link, supply your email. Confirm email in your inbox. #OptionsTrading #forextrading
#mrmacaronii #trade #endsars #bitcoin",Neutral
#headies #14thHeadies #EndSARS twitter.com/Chief_umar/sta…,Neutral
@OmoKiikan We will never forget 😭#Endsars,Neutral
"Wizkid came for inspection like a review officer with a private jet.

Bella shmurda came to chill you know. 

Desmond Elliot came to visit his children &amp; they are waiting for him outside after show.

Bovi came to remind us about #EndSARS

But wait who gave Laycon donjazzy shoe?😔",Neutral
"Bovi for president #14Headies 
#EndSARS https://t.co/8Rg4BBERIa",Neutral
Thank you @officialBovi for speaking our mind through this medium. We hope our falling hero's  get Justice some day. #EndSARS This deserves a thousand Re tweets https://t.co/8sMKsYu8QA,Neutral
Double D at it again #sundayvibes #EndSARS https://t.co/Rl3ETkyc63,Neutral
"Bovi deserves a million RT for the #endsars flag of 20/10/20
We haven't forgotten and thar Desmond Elliott was there. 
😭 😭 😭 😭 
RT for others to see https://t.co/LawuFJvnQz",Neutral
"A million words by @officialBovi's outfit at the #14thHeadies. A patriot indeed❣️
#EndSARS  protest heroes, rest on. https://t.co/uQDvlrq5jC",Neutral
A picture with millions of words. #TheHeadies #EndSARS #EndPoliceBrutality #the14thheadies https://t.co/j0Q287Oet3,Neutral
#EndSARS https://t.co/H4HHYr0x4v,Neutral
"🔥🔥Read to the end👇👇🔥🔥
Are you looking for reliable broker. Check this out! To trade volatility indices VIX
track.deriv.com/_m4E6TCPzd3aX6…
STEPS 👇
1. Click the link, supply your email. Confirm email in your inbox. #OptionsTrading #forextrading
#HumansNoContext #endsars #bitcoin",Neutral
@King_Chris_Jr A quick reminder in case they’ve forgotten.  #ENDSARS,Positive
"#EndSARS #ENDBADGOVERNANCE
 20-10-20 🔥🔥🔥🔥 https://t.co/tYbxoPtplT",Neutral
"I need one of these musical act to get on stage to scream
#EndSars",Neutral
Wicked #EndSARS https://t.co/VAdZaWBMe6,Neutral
"@HumAngle_ @GarShehu @elrufai @MBuhari #EndSARS
Killings in Nigeria are now more popular than soccer.  Atrocities left and right.
Fulani Herdsmen killing farmers, Fulani Boko Haram killing Fulani ISWAP, Fulani Herdsmen raping, and kiddnapping everyone.   Yoruba and Igbo killing Fulanis",Positive
"Is it not Nigerians again?! That’s how they still romance and famz these politicians upandan, after all we’ve seen and been through! Later they’ll carry cardboard and be shouting #endsars ... 🙄🙄😏😏 twitter.com/BadmanSophss/s…",Neutral
@GistReel @officialBovi #EndSARS,Neutral
Best cloth ever #EndSARS twitter.com/Shawnifee/stat…,Positive
"Thank you @officialBovi for this outfit
#EndSARS https://t.co/mvvvAmDApG",Neutral
"Nigerians let's not forget the struggle.... 
#14thHeadies @officialBovi thank you
#EndSARS #BuhariMustGo #AccessBankAtItAgain https://t.co/w0iqb02Gbd",Neutral
"Armed individuals, kidnapping, destroying life's and homes, A governor is Justifying their actions and An islamic clergy is calling for a pension program(amnesty) for them instagram.com/p/CLfHf7PAEh6v… #EndSARS #EndBadGovernanceInNigeria",Negative
"Bovi tell them
#EndSARS #14thheadies twitter.com/Alex_Houseof30…",Neutral
Rt for bovilike for Desmond head-liot #14thHeadies #Endsars https://t.co/EwVmpw9p2t,Neutral
#14thHeadies with Bovi! that's the tweet for now¬! #EndSARS,Neutral
"@Alex_Houseof308 @officialBovi  has passed a clear message
#LekkiMassacre 
#Bandits 
#Herdsmen 
#PoliceBrutality 
#EndSARS 
All the blood shed in the country
And the @NigeriaGov @MBuhari @nassnigeria @NGFSecretariat  @NGRSenate are comfortably enjoying the country's wealth.",Positive
@Rinde__ola @officialBovi Tag #endsars and we will retweet,Neutral
Picture of the day 20/10/20 always on our mind  @officialBovi  #14thheadiesaward #14thHeadieswithFearless #HeadiesAward #Headies2021 #EndSARS https://t.co/c2tHy7crOe,Neutral
A professor of law that has become kindergarten creche. Well done @ProfOsinbajo #EndSARS #EndSARS #EndNigeriaNow,Neutral
"whoever created this concept for Bovi's outfit tonight has a special well furnished apartment in heaven waiting for him/her. the souls of the 201020 #LekkiMasacare continue to rest in peace ... #14thHeadies 
Bella 
wizkid 
#EndSARS https://t.co/zeBYX2BpzQ",Positive
"@adeyanjudeji @officialBovi A lot said without uttering a word.

#EndSARS",Neutral
@GistReel @officialBovi Passing the message #EndBadGovernanceInNigeria #EndSARS,Neutral
"Bovi want to shake tables again 🙄🙄🙄

#TheHeadies #the14thheadies #EndSARS #HomeWithHeadies https://t.co/dAzSGOQwSu",Neutral
God bless bovi for that outfit #EndSARS twitter.com/mbahdey4u/stat…,Neutral
"🔥🔥Read to the end👇👇🔥🔥
Are you looking for reliable broker. Check this out! To trade volatility indices VIX
track.deriv.com/_m4E6TCPzd3aX6…
STEPS 👇
1. Click the link, supply your email. Confirm email in your inbox. #OptionsTrading #forextrading
#Nocontexthuman #endsars #bitcoin",Neutral
Which of these brands supported us during #EndSARS?,Neutral
@oswvldo_onielll ✊🏽 #EndSARS,Neutral
"Keep pushing on,  Jah on your side..
#EndSARS twitter.com/theflagboii/st…",Neutral
"Data wey I suppose use receive lecture tomorrow,
I don use ham watch #14thHeadies finish

My eyes don clear now

#Wizkid
#EndSARS
#14thHeadies
#laycon https://t.co/gMnrnq28HH",Positive
"@officialBovi is the most funny and conscious comedian in Nigeria.

From now on, even if he farts, I will laugh. Thanks for being sensitive bro..
#14Headies #EndSARS #endbanditry Wizkid #EndTerrorism #Nigeriableeds #Nigeria https://t.co/2Xev5XsmEF",Positive
"Thank you Bovi...

#EndSARS 

#14thHeadies https://t.co/q1Wts5slR6",Neutral
Una celebrities go dey shout #EndSARS and still dey honour the child of a brutal murderous police woman! Una yeye dey smell!!! #14thheadiesaward,Negative
"This should be a great lesson for anyone in power, be it political or otherwise; that power is transient! #EndBadGovernanceInNigeria #EndSARS twitter.com/OfficialAITliv…",Positive
Thank you @officialBovi for this. #EndSARS https://t.co/rT7d4XKTzo,Neutral
@officialBovi ... Thank you! #EndSars #WeWillNeverForget #14thHeadies https://t.co/y9RtOSiW9J,Neutral
"🔥🔥Read to the end👇👇🔥🔥
Are you looking for reliable broker. Check this out! To trade volatility indices VIX
track.deriv.com/_m4E6TCPzd3aX6…
STEPS 👇
1. Click the link, supply your email. Confirm email in your inbox. #humannocontext #forextrading
#mrmacaronii #trade #endsars #bitcoin",Neutral
"Thanks Bovi for honoring the victims of #LekkiMassacre.
#EndSARS 
 #14thHeadies https://t.co/MXjZ7b4oYG",Positive
The Best Dressed #14thHeadies #EndSARS https://t.co/iGE6mxOxuV,Positive
Sometimes action speaks louder than voice ✊✊✊#14thHeadies #EndSARS https://t.co/9v4LgfamAE,Positive
"Wonderful Nigerian boy who speaks Chinese language fluently with his English translator. 😂😂😂😂
#14Headies #14headiesaward #EndSARS https://t.co/BmCMzVhNhu",Positive
He is definitely the best dressed #EndSARS 20-10-2020 ❤️ twitter.com/fisayosoyombo/…,Positive
@iamvictor__ @Irunnia_ #EndSARS,Neutral
"Pt 2 video 

@cuppymusic @DuktorSett 
@basket_mouth @LadiPoe 
@falzthebahdguy @jada3_p 
@Piego_AH @iam_YCee 
@mizzleverse @mrmacaronii 
@fkabudu @iamDo2dtun 
@CoolFMNigeria @Ebuka
@HipTv @Zlatan_Ibile @IamMayorKun @DONJAZZY 
#EndSARS #14thHeadies wizkid omah lay https://t.co/Ou4HY1v7WL",Neutral
"@AishaYesufu Na today? This shouldn't get you behind your key pad. 

What happened to #EndSARS protesters?",Negative
"My country, our country unarmed youth came out to speak out and be heard, but where killed by those that are to protect them. #EndSARS #badgovernance",Negative
"Retweet if you believe Bovi has the best outfit.

#EndSARS 
#14thHeadies https://t.co/hoeEj129nU",Positive
"@mbahdey4u C’mon! BOVI is the best dressed for me tonight at #14thHeadies !
His outfit speaks Volume. #EndSARS",Positive
Bovi with the silence message #EndImpunity #EndSARS #LekkiMassacre #WhoGavetheOder https://t.co/QQ9bmqk6oC,Neutral
#Headies2021 @fireboydml wins best RnB album #EndSARS #The14thHeadies,Positive
#EndSARS Headies Bella ❤️ https://t.co/kFGhnWD6iD,Neutral
Great performance 😢 thou so sad the menace of #HumanRights  violations and killing of unarmed citizens by the government is still ongoing in Nigeria 🇳🇬🇳🇬🩸#14thHeadies #EndSARS twitter.com/AriEmpire_/sta…,Positive
we can't forget it in a jiffy.. #EndSARS twitter.com/OlisaOsega/sta…,Neutral
"@officialBovi 

Nostalgia. Nigeria. Bits and pieces. 

#EndSARS 
#Headies2021 https://t.co/lSVLyX1r5T",Neutral
"Best Dressed?
#14thHeadies  #endsars https://t.co/tknTCdgG21",Positive
"Bovi na MAN you be !!!

#EndSARS ✊ https://t.co/xvKuPsraKi",Neutral
"The best dressed, correct?

Thanks @officialBovi  for bringing #EndSARS to #14thHeadies https://t.co/xjG2dvMpAV",Positive
"This is the best outfit for #14Headies
#EndSars https://t.co/MoZqcJlW11",Positive
#14thHeadies #EndSARS #EndBadGovernanceInNigeria #occupyNigeria https://t.co/ThfvAyGdl3,Neutral
It would have been nice if most of them wore this. Thank you #bovi @officialBovi  a strong message passed. #EndSARS #EndBadGovernanceInNigeria #14thheadiesaward #14thHeadieswithFearless #bestdress #headiesbestdressed https://t.co/JqzMRJ8VbD,Positive
-#EndSARS twitter.com/omokehinde___/…,Neutral
@officialBovi really brought out all emotions through a dress🔥 #EndSARS #14thHeadies,Positive
"For us this is the Best Outfit at the  #14thHeadies
God bless Bovi #EndSARS https://t.co/0plEEvu2xq",Positive
"Thanks @officialBovi 

#EndSARS 

#14thHeadies https://t.co/YGUNTomcCg",Positive
"Bovi is the best dressed for me. The protest to #EndSARS continues! Our Youths didn't die in vain!!
#14thHeadies 
No Cap https://t.co/3YXIWro3MS",Positive
#EndSARS twitter.com/Otobibaba/stat…,Neutral
Best dressed tonight #Headies2021 #HeadiesAward #headies #bovi #EndSARS https://t.co/VIFsZZfvJB,Positive
@officialBovi deserves an award for this dress #14thHeadies #EndSARS #EndBadGovernanceInNigeria https://t.co/ADPIVJTjLd,Neutral
"some Government officials watching bovi outfit right now will be like this guy ought to be arrested  for bringing back the memories of lekki massacres and #EndSARS  protest.
Àwon wèrèy òré bandits.
God punish them all 

#14thHeadies|wizkid|Bella|Desmond elliot|starboy|Hip tv https://t.co/F7zk9uilVQ",Positive
"Headies give award for this Cap na
#14thheadiesaward 
#14thHeadieswithFearless 
#14thHeadiesWITHIndomie 
#14thHeadieswithValueJet 
#EndSARS 
#EndSARS https://t.co/6BdVDwYJwj",Neutral
"Bald guy!

#EndSARS",Neutral
"One of the faces of the #EndSARS protest being handed an award by the daughter of one of the oppressors says a lot 
The world is such a beautiful place.",Positive
Best dressed. Yeah.#14thheadiesaward #EndSARS twitter.com/iamvictor__/st…,Positive
"With all the money wey @itsLaycon get why e fuck his fan's up with this kind over sized shoe 👟👟 
😂😂😂😂😂😂😂
#EndSARS
#EndBadGovernanceInNigeria
 #14thHeadies https://t.co/hNahTSRsUM",Positive
@Wana____ Her mother was summon by the #EndSARS  panel that bastards woman framed an innocent man,Positive
Best dress @officialBovi ✌️✌️✌️#EndSARS twitter.com/fisayosoyombo/…,Positive
We will never forget 20.10.20💔 #EndSARS #14thheadiesaward @officialBovi https://t.co/XwPtVDborB,Neutral
"Never Forget 20/10/20

#FG ordered NigerianArmy to  shoot unarmed Youths Protesting 
#EndSars #Endpolicebrutality #Buhariagovt",Neutral
"dear Lily Afe, we wont forget the rubbish you said during #EndSARS . GPU https://t.co/hp25dC5BUG",Neutral
#EndSARS @officialBovi https://t.co/KT1zt2up9r,Neutral
Thanks @officialBovi for the strong message 😓 #14thheadies #EndSARS https://t.co/ueSEjoTufl,Positive
"Bovi is the best dressed for me

#endsars #14thHeadies https://t.co/KBHp2ssGIO",Positive
"#14thheadiesaward Lillian ain't supposed to be here, her Mum shed the blood of the innocent, she shouldn't even mention Falz name,Omo irankiran #EndSARS",Positive
#HeadiesAward organizers na wa oh. How will they let Lilian give award ? Go and get your mom to account for her sins first. #EndSARS,Positive
"We will never forget #EndSARS

#14thHeadies https://t.co/TH0LFKzOon",Neutral
#Headies2021 @falzthebahdguy ft mzbank wins best rap single #EndSARS #The14thHeadies,Positive
Falz #EndSARS #14thHeadies,Neutral
"#NewProfilePic #14thHeadies 
#EndSARS #EndBadGovernanceInNigeria 

You know what to do RETWEET AGGRESSIVELY https://t.co/RAtGitJNFv",Neutral
"Bovi’s outfit for me

#14thHeadies #EndSARS https://t.co/UAhtlsoT4N",Neutral
"Bovi you are doing well 
#EndSARS  #14thHeadies https://t.co/hzRZMVsX0q",Neutral
No be Lily wey dem drag during #EndSARS be this 🌚,Negative
Dressed with passion.Bessed dressed ❤️🔥 #EndSARS #14thHeadies https://t.co/d1yOMS1wiV,Neutral
Bovi God bless you for this reminder  #EndSARS https://t.co/zPX6LJ5OVD,Neutral
"Choose wisely!!!
#14thHeadies #EndSARS 
Like                                     RT https://t.co/PmQR2AUmuD",Positive
"This man right here earned my respect tonight.  We will never forget #LekkiMassacre #EndSARS 
#14Headies https://t.co/LmuAQG6VRI",Positive
"No 🧢 bovi..
#14thHeadies #EndSARS twitter.com/GistReel/statu…",Neutral
"I don't care what ya'll say or think.
But @officialBovi here is the best dressed for #14thHeadies 
A man who remembers the country is stagnant,  dying,  killing its people,  villages at war, kidnapping,  bad roads.
worse of all, BENZ waiting on highway for cows to cross
#EndSARS https://t.co/NZL03b9Psp",Negative
"That outfit speaks clear 
@officialBovi 
#HeadiesAward 
#EndSARS https://t.co/O1rpARa1QZ",Positive
"We Shall Never Forget 20-10-20 The Day Of Sorrows, Tears And Blood. 
#EndSARS https://t.co/RbloSsur5H",Neutral
"There don't care, we say we care, but we do nothing. #EndSARS  #End1999Constitution",Neutral
"Bovi utilised the precious moment to preach the gospel.

Feel the vibes.....

💥💥

#ENDSARS
#ENDBADGOVERNANCE
#HeadiesAward https://t.co/GQUOnyKgwF",Positive
@IAmENISA Come to #EndSARS country https://t.co/tnvC9ow5xl,Neutral
#14thHeadies best outfit tonight 😍🥰😘🇳🇬 #EndSARS https://t.co/RZe8KF4hs6,Positive
#EndSarsNow #EndSARSImmediately #EndSARSProtest #EndSARSBrutality #EnoughIsEnough #EndSARS #SARSMUSTEND #SarsMustGoNow #EndSWAT #14thheadiesaward twitter.com/Hardejorkequee…,Neutral
#EndSARS https://t.co/mtUJjklfG2,Neutral
"@HumAngle_ @BokoHaramWatch @GarShehu #EndSARS @elrufai @MBuhari @GarShehu 
Dude President:
Look at your people perfecting terrorism.  See why complecency does not pay?",Neutral
Can we make #EndSARS trend again If you understand what Bovi did here just RT 🔄and Like ❤️ aggressively #14thHeadies #EndSARS https://t.co/o0Nyug5qFI,Neutral
#Endsars forever trending. Nigeria 🇳🇬 youths seek Justice 😭🔫 twitter.com/Odunadekolade/…,Neutral
"Let's make Bovi trend.
#EndSARS #EndBadGovernanceInNigeria #14thHeadies Wizkid https://t.co/FI1GkK7jW5",Neutral
#EndSARS #EndPoliceBrutality #EndBadGovernance #EndBadBehaviour twitter.com/fisayosoyombo/…,Neutral
#EndSARS twitter.com/one_dosh/statu…,Neutral
Your Desmond Elliot just came to show off his blue agbada and his yeye blue nose mask😂 shey that one is face or nose mask?? @officialBovi is the Man here!!!!!! 🙌🏼 #EndSARS #the14thheadies https://t.co/pIuTgmJXCs,Neutral
"Two pictures, one word. 
#14thHeadies #EndSARS https://t.co/UEjj4GqyND",Neutral
"Need You Tonight - INXS, 1987, WEA/Mercury/Atlantic Rec.
On YouTube: youtu.be/w-rv2BQa2OU

#FridaysForFuture #Berlin👑 #ClimateChange #COVID19 #StayHome #BlackHistoryMonth #California #BTC #TexasBlackout #ForaFuturedancefloor💃🏻#SenKultEU #Systemchange #YearOfTheOx #EndSARS https://t.co/QERUmLPNfk",Neutral
Let’s we not stay silent about the #EndSARS protest and the love ones we lost @lekkimassacre ....make some noise in their support and against the unjust government #14thHeadies https://t.co/ZS3n5rKPhQ,Positive
We'll never forget this day Thanks @officialBovi #14thHeadies #EndSARS https://t.co/yUjgUex3Vw,Positive
"#EndSARS 

Big statement right here 💔 https://t.co/pZQsIRf2UP",Positive
"The best dressed, yeah?

Thanks @officialBovi for taking #EndSARS to #14thHeadies🙏 https://t.co/MzTiSWlZ3C",Positive
#14thHeadies #EndSARS twitter.com/Koasmilli/stat…,Neutral
"Just retweet
#EndSARS #14Headies https://t.co/1copYR7hEr",Neutral
"🔥🔥Read to the end👇👇🔥🔥
Are you looking for reliable broker. Check this out! To trade volatility indices VIX
track.deriv.com/_m4E6TCPzd3aX6…
STEPS 👇
1. Click the link, supply your email. Confirm email in your inbox. #OptionsTrading #forextrading
#mrmacaronii #trade #endsars #bitcoin",Neutral
@OfficialRMD_ #EndSARS,Neutral
"This man na legend 💯💯♥️
#EndSARS",Neutral
"he still cheats on the low class, this is pure wickedness ...please I'm calling on you people to help me in any ways blast or disturb me so he can pay my balance thank ya'll. 
#yabaleft #legitnews #EndSARS #EndBadGovernanceInNigeria #mrmacaronii #RudeBoy #stalker",Positive
#EndSARS. #headies @officialBovi was the best dressed tonight #14thHeadies https://t.co/G7F27Cim7E,Positive
"The Best Male Dressed for tonight goes to  @officialBovi 
He deserves an award tonight from #14thHeadies
Retweet and like this if you agree with me 
#EndSARS
#EndBadGovernanceInNigeria
#14thHeadies https://t.co/4I6EokKqSi",Positive
We know they lied to us. #EndSARS #End1999Constitution,Neutral
20-10-2020 ✊🏾 #hiptv #EndSARS #14thHeadies https://t.co/OITE55Zlkh,Neutral
"Best Outfit for the  #14thHeadies
God bless Bovi #EndSARS https://t.co/RBuW6oqwTs",Positive
#EndSARS  https://t.co/HADlZkrCSQ,Neutral
@GistReel @Westjrn1 @officialBovi #Endsars,Neutral
"I know some govt. officials watching bovi outfit right now will be like this guy ought to be arrested  for bringing back the memories of lekki massacres and #EndSARS protest.
Àwon wèrèy òré bandits.

#14thHeadies|wizkid|Bella|Desmond elliot|starboy|omah lay|nancy|Hip tv https://t.co/Pt0RdM2a0o",Positive
🙌🏾🙌🏾🙌🏾#EndSARS twitter.com/one_dosh/statu…,Neutral
@officialBovi You are the real VIP...And we will never forget them #EndSARS 💪🏾 twitter.com/VictorIsrael_/…,Positive
"#EndSARS 
#LekkiTollGateProtest 
#LekkiMassaccre 
#EndBadGovernanceInNigeria 
#EndPoliceBrutalityinNigeria 
#the14thheadies https://t.co/E4IAV28UE8",Neutral
I love u @officialBovi #14thheadiesaward #EndSARS,Positive
#EndSARS https://t.co/D4rO0wgtOO,Neutral
"Simplest outfit at the #14thHeadies edition tonight. But with the strongest message ever disseminated.

May all the departed souls on the 20th of October 2020 continue to rest in PEACE... Amen #EndSARS ✊✊

God bless @officialBovi abundantly for this 🙏 https://t.co/mEgST8RFbQ",Positive
"Thank You @officialBovi 

The Message Is Loud And Clear

#Headies2021 #HeadiesAward #EndSARS #bovi https://t.co/F9VWMF6zE5",Positive
"Imagine everyone coming to the headies dressed like this
EPIC 🔥🔥
RT is all you should do
#14thHeadies #EndSARS https://t.co/NGgsgkogzz",Positive
"If you no like this dress and retweet this post,you self Dey amidst Nigeria enemies 😏😂...
#14thHeadies #EndSARS https://t.co/aWHw78U2jl",Neutral
